,formula,time,result
31,"!((""a1==K"" <-> ""a2==S"") <-> (<>""a1==K"" U []""a2==K""))",8.058304543956183,True
32,"!((""a1==S"" <-> <>""a1==S"") || [](<>((""a2==S"" U (""a2==K"" && ""a2==S"")) R ""a1==K"") U (X ""a1==S"" && <>((""a2==S"" U (""a2==K"" && ""a2==S"")) R ""a1==K""))))",19.54590842500329,False
33,"!(X ([]<>""a1==S"" <-> ((""a1==K"" || ""a1==S"") R <>""a1==S"")))",5.898658673046157,False
34,"!(X ""a2==K"" || <>([](""a1==K"" R (""a1==K"" || ""a2==K"")) R ((""a1==S"" U (""a1==S"" && ""a2==K"")) || [](""a1==K"" R (""a1==K"" || ""a2==K"")))))",16.81308967806399,False
35,"!([](<>""a2==S"" && ((""a1==K"" U <>(X ""a2==K"" -> ""a1==K"")) U (!(""a1==S"" <-> ""a2==K"") && (""a1==K"" U <>(X ""a2==K"" -> ""a1==K""))))))",13.18446556897834,True
36,"!((""a1==S"" U !""a2==K"") && [](!(""a1==K"" <-> ""a2==K"") || ((""a1==S"" -> ""a2==K"") U ""a1==S"")))",6.8333036080002785,True
37,"!([](""a2==S"" U ((""a1==S"" || ""a2==K"") U ((""a1==S"" || ""a2==K"") && (""a2==K"" R ""a1==K"")))) R (<>[]X ""a1==K"" || [](""a2==S"" U ((""a1==S"" || ""a2==K"") U ((""a1==S"" || ""a2==K"") && (""a2==K"" R ""a1==K""))))))",7.826000715955161,True
38,"!(<>[](true U X ""a1==S""))",5.806884580058977,True
39,"!(<>""a2==S"" -> (true U []<>""a1==K""))",5.886388217913918,False
40,"!(!(<>[]<>""a1==S"" <-> (((!""a2==K"" U ""a1==S"") U ""a2==K"") U (""a1==S"" && ((!""a2==K"" U ""a1==S"") U ""a2==K"")))))",14.1520833800314,False
41,"!(!(X (!""a1==S"" R ""a1==K"") <-> (<>[]<>!""a2==K"" R (""a1==K"" || <>[]<>!""a2==K""))))",13.921410301001742,False
42,"!(X <>[](<>""a2==S"" && X <>""a1==K""))",6.059916837955825,True
43,"!([](!""a1==K"" || [](((true U ""a1==S"") U ""a1==S"") U ""a1==K"")))",6.945627233944833,False
44,"!(<>""a2==S"" -> (!""a2==S"" <-> <>[]""a1==S""))",8.123384146951139,False
45,"!(!X !(""a1==K"" <-> ""a2==S"") R ((<>""a2==K"" U (<>""a2==K"" && ([]""a2==S"" R (""a2==S"" || []""a2==S"")))) || !X !(""a1==K"" <-> ""a2==S"")))",29.31723858101759,False
46,"!(<>!(true U !((""a2==K"" R (""a2==K"" || !""a2==S"")) -> !(""a2==K"" <-> (""a2==S"" U ""a1==S"")))))",13.431806160951965,True
47,"!([]<>!(""a2==S"" -> (""a1==S"" <-> ""a2==K"")))",5.9830610590288416,True
48,"!(""a1==K"" U (<>""a1==S"" R ([]<>""a2==K"" || <>""a1==S"")))",11.81185314792674,False
49,"!((false R <>""a2==K"") <-> ((""a1==K"" && ""a1==S"") || X <>""a2==K""))",5.710108447005041,False
50,"!(([]""a2==K"" <-> (<>""a2==S"" -> []<>""a2==K"")) -> ""a2==S"")",5.928287154063582,False
51,"!([](true U ""a2==K""))",5.789074292988516,True
52,"!(!(<>[]""a1==S"" <-> (X ""a2==K"" R (""a2==S"" || X ""a2==K""))))",14.471285781939514,False
53,"!(""a1==S"" || X ""a2==K"" || [](<>""a2==S"" U (""a1==S"" && <>""a2==S"")))",12.303875541081652,False
54,"!(X (""a1==K"" <-> ((""a2==S"" || []<>""a2==S"") U ([]!<>""a1==S"" && (""a2==S"" || []<>""a2==S"")))))",32.638195386040024,False
55,"!((""a2==K"" <-> (""a2==K"" <-> []X <>""a2==S"")) U ((""a1==S"" U ""a1==K"") && (""a2==K"" <-> (""a2==K"" <-> []X <>""a2==S""))))",6.103625989984721,True
56,"!(X !""a2==S"" && []([]""a1==S"" || X X <>""a1==K""))",7.995112713077106,True
57,"!(<>""a1==K"" <-> []<>(""a1==K"" && !""a2==S""))",5.906558491988108,False
58,"!([]([]X (<>""a1==K"" || <>""a1==S"") U !(!""a2==K"" <-> <>""a2==S"")))",13.840424343012273,False
59,"!(!(!<>X ""a2==S"" <-> <>!<>(""a2==S"" <-> X ""a2==K"")))",13.116730762994848,False
60,"!((!""a2==S"" U (""a2==S"" && ![]""a2==K"")) R ((!""a2==S"" U (""a2==S"" && ![]""a2==K"")) || []<>(""a2==K"" R (""a2==K"" || <>""a2==K""))))",11.722549268975854,False
61,"!(<>[]([]""a1==S"" || (false R <>""a2==K"")) U []!""a1==S"")",8.022303811041638,False
62,"!(!(!(""a2==K"" <-> X ""a2==S"") <-> X ((true U <>[]""a2==S"") R (""a1==K"" || (true U <>[]""a2==S"")))))",8.209669963922352,True
63,"!((true U X ""a1==S"") <-> !([]""a2==S"" R (![]""a1==K"" || []""a2==S"")))",7.559802286908962,False
64,"!((false R !""a2==S"") <-> []![]""a1==S"")",7.752292989986017,False
65,"!(X <>(""a1==K"" && ""a2==S"") && !(X ""a2==K"" <-> []X <>(""a2==K"" U (""a1==S"" && ""a2==K""))))",18.22393719002139,False
66,"!([]""a2==K"" <-> (<>[](<>""a2==K"" -> X ""a2==S"") U ""a2==S""))",6.0796347570139915,False
67,"!(<>!(X ""a2==K"" <-> (false R []<>!(""a1==K"" <-> ""a2==S""))))",23.0668641210068,False
68,"!(<>[]X (!""a2==S"" -> (<>""a1==K"" U ((""a2==K"" || ""a2==S"") U ((""a2==K"" || ""a2==S"") && <>""a1==S"")))))",21.795415382948704,True
69,"!(false R ![](!""a2==K"" <-> []!X ""a2==K""))",6.396824531024322,True
70,"!(false R <>""a1==K"")",5.8317568940110505,True
71,"!(X []X <>""a1==K"" <-> []<>X (""a1==S"" R ""a2==S""))",17.840641175047494,False
72,"!((([]""a2==S"" <-> []""a1==K"") U (""a2==K"" && ([]""a2==S"" <-> []""a1==K""))) U []<>""a2==K"")",6.056007403996773,True
73,"!(false R (""a1==S"" -> []<>X ""a1==K""))",5.89349853200838,False
74,"!([]([](true U ""a2==S"") U X !""a2==S"") R (!""a1==K"" || []([](true U ""a2==S"") U X !""a2==S"")))",5.611313097993843,False
75,"!([]X X (true U <>""a2==K""))",5.81801894097589,True
76,"!([]<>""a2==K"")",5.798774758935906,True
77,"!(!(([]""a1==K"" && (""a2==K"" -> []""a2==S"")) <-> []<>(""a2==S"" U (!""a1==S"" && ""a2==S""))))",6.120518304058351,True
78,"!(<>[]X X ""a1==S"" || (<>""a2==S"" <-> (""a2==K"" U [](""a1==S"" <-> ""a2==K""))))",8.284269592026249,False
79,"!(<>[](true U ""a1==K""))",5.819786033011042,True
80,"!(!(X []<>""a2==S"" <-> (""a2==K"" R (""a2==K"" || ""a2==S""))))",5.936652753036469,True
81,"!([](""a2==K"" || <>""a1==S""))",6.868151822942309,True
82,"!(!(""a1==K"" <-> ((""a2==S"" || X ""a2==K"") R (!""a1==K"" R (!""a1==K"" || (""a1==S"" R (""a1==S"" || []<>""a1==S"")))))))",12.082167477929033,False
83,"!([]""a2==K"" R ([]<>(""a2==S"" && (""a1==K"" <-> ""a2==S"")) || []""a2==K""))",6.0421810649568215,True
84,"!(X [](false R ((true U ""a1==S"") R (!(""a2==K"" <-> ""a2==S"") || (true U ""a1==S"")))))",7.178247518022545,True
85,"!((false R X []""a2==S"") || [](<>(""a1==K"" R ""a2==S"") U (true U ""a2==S"")))",5.930175988003612,True
86,"!(X []<>""a1==S"" <-> (true U ""a1==S""))",5.859135624021292,False
87,"!(!((""a2==K"" || X ""a2==K"") <-> (""a2==S"" <-> (X <>[]!""a2==K"" R (!""a2==K"" || X <>[]!""a2==K"")))))",16.25031540496275,False
88,"!([](!X ""a1==K"" || !([]""a1==S"" <-> <>(""a1==K"" U (""a1==K"" && ""a1==S"")))))",9.55708528100513,False
89,"!([](""a1==K"" -> X ([]X []""a1==S"" R (true U ""a1==S""))))",5.938150824047625,False
90,"!((""a1==S"" R (""a1==S"" || <>""a1==K"")) R (<>(""a1==S"" && ((""a1==K"" R (""a1==K"" || ""a1==S"")) U (""a2==K"" && (""a1==K"" R (""a1==K"" || ""a1==S""))))) || (""a1==S"" R (""a1==S"" || <>""a1==K""))))",15.471767202951014,False
91,"!(!(((""a1==K"" && ""a2==S"") <-> <>""a1==K"") <-> []<>(X ""a2==K"" U (""a2==K"" && X ""a2==K""))))",7.87307938397862,False
92,"!(!(X (X ""a1==K"" R ""a2==K"") <-> []((""a1==K"" R (""a1==K"" || ""a2==S"")) R (<>""a2==S"" || (""a1==K"" R (""a1==K"" || ""a2==S""))))))",16.779298258945346,False
93,"!((X ""a2==K"" <-> <>[](""a1==K"" R !""a1==K"")) <-> [](""a2==K"" -> <>""a2==S""))",37.015944737009704,False
94,"!(!X ""a1==K"" || []<>""a2==K"")",12.018623227020726,False
95,"!(X !([](true U X ""a2==K"") <-> [](<>""a1==K"" U (<>""a1==K"" && [](""a1==K"" U (""a1==K"" && ""a1==S""))))))",16.576640850049444,True
96,"!(X !(""a2==K"" <-> <>[]""a2==S"") R (""a1==K"" || X !(""a2==K"" <-> <>[]""a2==S"")))",14.423401904990897,False
97,"!(X ""a1==K"" U ([]((true U <>""a2==S"") <-> []<>""a2==K"") && X ""a1==K""))",6.23816576693207,False
98,"!(!([]!X ""a1==S"" <-> !(""a1==S"" <-> (<>""a1==K"" U []""a1==K""))))",7.277792688924819,False
99,"!([]<>""a1==K"" || (<>""a2==K"" <-> []""a1==K""))",5.9282041870756075,False
100,"!(![]X ((""a1==S"" && ""a2==K"") U (false R !""a1==K"")) R ([]<>""a2==S"" || ![]X ((""a1==S"" && ""a2==K"") U (false R !""a1==K""))))",12.025841398979537,False
101,"!([]<>X ""a2==K"")",5.8220083200139925,True
102,"!(!<>!(<>""a2==K"" <-> (([]""a2==S"" && []""a2==K"") -> !(""a2==K"" <-> <>""a2==K""))))",5.991479388088919,True
103,"!(!(true U !<>""a2==S""))",5.866461472935043,True
104,"!(<>[](<>""a2==S"" && (""a2==K"" U ""a1==S"")))",8.960105779930018,True
105,"!(<>(!(""a2==K"" <-> X ""a1==K"") -> ""a2==S"") -> (""a1==K"" R (""a1==K"" || []<>""a2==K"")))",6.019648639950901,True
106,"!(!(!(<>[]""a1==S"" R <>""a2==S"") <-> X (!(""a1==S"" && ""a2==K"") U ""a1==K"")))",15.089489946956746,False
107,"!(true U []<>""a1==S"")",5.826981357997283,True
108,"!(!(""a2==K"" <-> <>X !""a1==S"") <-> ([]!<>""a1==S"" R (<>""a1==K"" || []!<>""a1==S"")))",6.667164984974079,False
109,"!(<>X (""a1==K"" <-> X X ""a1==K"") -> !(true U []!""a2==S""))",5.938135782023892,True
110,"!([](<>""a2==K"" || (""a1==S"" R (""a1==S"" || ""a2==S""))))",9.396523486939259,True
111,"!(X <>X ""a1==S"" R []<>""a2==K"")",5.899286313913763,True
112,"!(!(false R <>""a2==K"") -> ((!""a1==K"" U <>""a1==K"") U (""a1==S"" && (!""a1==K"" U <>""a1==K""))))",24.261331408983096,False
113,"!(X ([]""a1==K"" R (true U ""a2==S"")))",7.189924824051559,True
114,"!(!(X ""a2==S"" <-> []<>""a2==S"") U (""a1==K"" && !(X ""a2==S"" <-> []<>""a2==S"")))",5.924623355967924,True
115,"!(!""a1==S"" <-> <>(false R ""a2==S""))",8.096905731013976,True
116,"!([](true U ""a2==K"") || (!""a1==K"" U (!""a1==K"" && ""a2==K"")))",11.945320087019354,False
117,"!([]<>(!""a2==K"" <-> []""a2==K""))",5.883217624970712,True
118,"!([]""a1==K"" R (!(<>""a2==S"" R ""a2==S"") U <>""a1==S""))",6.08746075804811,True
119,"!([]!((""a2==K"" <-> !""a2==K"") <-> (<>X ""a2==K"" U <>""a2==S"")))",5.947564731002785,True
120,"!([](true U (""a2==S"" && X ""a1==K"")))",6.898261846974492,True
121,"!((<>[]""a1==K"" U ""a2==K"") -> <>(<>!""a2==K"" R []""a2==K""))",13.360735970083624,False
122,"!(false R ((true U ""a1==S"") && (true U ""a2==S"")))",6.108633673051372,True
123,"!([]!([]""a1==S"" <-> (true U <>(!""a2==S"" U ""a2==S""))))",6.921520918956958,True
124,"!(X (!""a1==S"" <-> ((<>X []""a1==S"" U ""a1==S"") U ""a2==S"")))",8.151620388962328,True
125,"!(X (!""a1==K"" || (false R (true U X <>""a1==K""))))",11.74761217692867,False
126,"!(<>""a1==K"" <-> []((""a1==K"" R ""a1==S"") || (<>""a1==K"" R (""a2==S"" || <>""a1==K""))))",9.699970563990064,False
127,"!([]<>X ""a2==K"" U !(!""a2==K"" <-> (""a1==K"" -> ""a2==S"")))",6.026993541046977,True
128,"!(X (<>""a2==S"" || ((""a2==S"" R ""a2==K"") R <>(X ""a1==K"" R ""a1==K""))))",14.444674430997111,False
129,"!(""a2==S"" || (!<>""a1==S"" <-> <>[]!<>""a1==S""))",5.630082905991003,False
130,"!([]!(!""a1==K"" U (!""a1==K"" && []!""a1==K"")))",5.85020973905921,True
131,"!([]((<>""a1==K"" R ""a1==K"") R (<>""a2==K"" || (<>""a1==K"" R ""a1==K""))) R <>""a1==K"")",14.057655590004288,True
132,"!(<>X <>""a2==S"" -> (false R <>![]!X ""a1==S""))",5.640291512012482,False
133,"!(false R (true U ""a2==S""))",5.840315152076073,True
134,"!([](""a1==K"" || ![]""a2==S"") <-> (!(""a1==K"" <-> ""a2==K"") <-> X ""a1==K""))",15.378738621016964,False
135,"!(<>X [](!(""a1==S"" <-> ""a2==K"") && (<>""a1==K"" <-> (""a2==K"" || X X ""a1==K""))))",11.125909162918106,True
136,"!([]<>[](!([]""a1==K"" <-> []""a2==K"") U (!<>""a1==S"" && !([]""a1==K"" <-> []""a2==K""))))",8.427349176025018,True
137,"!([](true U (!""a2==K"" U (!""a2==K"" && X (""a1==S"" && []""a2==S"")))))",13.615980417001992,True
138,"!((""a2==K"" U (""a2==K"" && ""a2==S"")) R ([]<>(""a1==S"" U <>""a1==S"") || (""a2==K"" U (""a2==K"" && ""a2==S""))))",6.034650027984753,True
139,"!([]<>((X ""a2==S"" <-> (""a1==K"" R ""a1==S"")) <-> !(""a2==S"" <-> (""a1==S"" U (""a1==K"" && ""a1==S"")))))",26.3945557809202,True
140,"!(""a1==K"" || (([]""a2==S"" || (<>""a2==K"" U []""a2==K"")) R ((""a1==S"" U <>""a2==S"") || []""a2==S"" || (<>""a2==K"" U []""a2==K""))))",7.9691704930737615,True
141,"!((X ""a2==K"" <-> ([]""a2==S"" <-> <>[]""a1==S"")) R ((X ""a2==K"" <-> ([]""a2==S"" <-> <>[]""a1==S"")) || (""a1==S"" R (""a1==S"" || ""a2==S""))))",14.574046779074706,False
142,"!(X X (X ""a2==S"" <-> (""a2==S"" || <>[]!""a2==S"")))",17.141100212931633,False
143,"!([]""a2==S"" || !<>!<>""a2==K"")",5.966810218989849,True
144,"!(X ""a2==K"" || !(""a2==K"" <-> []<>[]""a1==S""))",13.764875734923407,False
145,"!((""a1==S"" || (""a1==S"" -> ""a1==K"")) R X []<>(""a2==S"" || (false R X ""a2==K"")))",7.978939134976827,True
146,"!([]([]""a1==S"" || ([](""a2==K"" && ""a2==S"") U <>""a1==K"")))",9.110864532995038,True
147,"!([](!""a1==S"" R (!""a1==S"" || <>""a1==K"")))",6.603775106021203,False
148,"!(((""a1==S"" -> ""a1==K"") U []""a2==S"") R (((""a1==S"" -> ""a1==K"") U []""a2==S"") || ((""a1==S"" R (""a1==S"" || <>""a2==S"")) U (X X ""a1==K"" && (""a1==S"" R (""a1==S"" || <>""a2==S""))))))",42.73491016193293,True
149,"!((""a1==S"" <-> <>""a2==K"") || X []<>""a1==S"")",5.958920315024443,False
150,"!([]<>""a1==K"")",5.852642070967704,True
151,"!([]<>((""a1==S"" <-> (X ""a2==S"" && !X ""a2==S"")) -> <>[]""a1==S""))",5.885839171940461,True
152,"!((""a2==K"" <-> !X X ""a2==K"") U (!((""a1==K"" || ""a2==K"") <-> <>[]""a1==S"") && (""a2==K"" <-> !X X ""a2==K"")))",14.497387863928452,False
153,"!(X (<>[]""a1==S"" R (<>[]""a1==S"" || ((""a1==K"" R (""a1==K"" || ""a1==S"")) <-> [](true U X ""a1==S"")))))",8.164694973966107,False
154,"!([]X <>""a1==K"" <-> !((""a2==K"" U ""a1==S"") R X ""a2==K""))",14.857373105012812,False
155,"!(true U (X ""a1==K"" <-> []X []<>""a2==S""))",23.258319838903844,False
156,"!(!(X ""a1==K"" <-> ((!""a1==K"" || !""a2==S"") && []<>!""a1==K"")))",13.763261417043395,False
157,"!([]""a1==K"" R <>""a2==S"")",7.176967147970572,True
158,"!(!""a1==K"" <-> [](!""a1==S"" R <>[]""a1==K""))",7.644874423975125,True
159,"!([](([](""a1==K"" -> ""a2==S"") R !""a1==S"") R (<>""a1==K"" || ([](""a1==K"" -> ""a2==S"") R !""a1==S""))))",6.876705733011477,False
160,"!(([]""a1==S"" <-> !X ""a1==K"") <-> (<>[](<>""a1==S"" U (""a1==S"" && <>""a1==S"")) U ""a1==S""))",16.12112731207162,False
161,"!([]""a1==S"" <-> <>[](""a1==K"" U <>![]""a2==K""))",7.727184541057795,True
162,"!(false R (<>(X []""a1==S"" U (X []""a1==S"" && (""a2==K"" R (""a2==K"" || X ""a2==S"")))) U ""a2==K""))",7.658754953998141,True
163,"!(!(""a2==K"" <-> ![](true U X (""a1==K"" <-> <>!""a1==S""))) -> ""a2==K"")",8.476455430034548,True
164,"!(!(X ""a2==K"" <-> ([]""a2==S"" R (<>[]<>""a2==S"" || []""a2==S""))))",16.125052208895795,False
165,"!(X ""a1==K"" <-> ([]""a1==S"" || [](""a2==S"" R <>(true U []""a2==K""))))",13.871283626998775,False
166,"!([](""a1==K"" R <>(""a1==S"" && X ""a1==S"")))",6.806586181046441,True
167,"!((""a2==S"" U (""a2==S"" && (""a1==S"" U ""a2==S""))) R ((""a1==K"" -> [](true U X ""a1==S"")) || (""a2==S"" U (""a2==S"" && (""a1==S"" U ""a2==S"")))))",11.175371413002722,False
168,"!(X !(([]<>![]""a2==S"" U [](""a1==K"" <-> ""a1==S"")) R !""a2==K""))",20.730286085046828,False
169,"!((false R X ""a2==K"") R ((""a2==S"" R (""a1==S"" R <>""a1==S"")) || (false R X ""a2==K"")))",13.082734045921825,True
170,"!([]<>(true U ""a2==S""))",5.8702344599878415,True
171,"!(X !(<>(false R ""a2==K"") <-> !((<>""a1==S"" U (""a1==K"" && <>""a1==S"")) R (X <>""a2==S"" || (<>""a1==S"" U (""a1==K"" && <>""a1==S""))))))",26.532480459893122,False
172,"!(!(""a2==S"" <-> (""a2==S"" U X <>[](""a1==S"" <-> !""a2==S""))))",8.515947483014315,True
173,"!(!((!""a2==S"" <-> <>""a1==S"") <-> (true U (""a2==S"" R !""a2==S""))))",5.9767461670562625,False
174,"!(""a1==K"" || X ""a2==K"" || []<>!(""a2==S"" <-> X ""a2==K""))",19.66995389794465,False
175,"!((""a1==S"" <-> !""a2==S"") || ((""a1==S"" <-> ""a2==S"") U (false R <>""a2==S"")))",5.963692999910563,True
176,"!(X (""a1==S"" R (""a1==S"" || !(""a2==K"" <-> <>(""a1==K"" U []""a1==K"")))))",11.684865985997021,False
177,"!(<>((<>""a2==S"" U []X ""a2==K"") U (<>[]X <>""a2==S"" && (<>""a2==S"" U []X ""a2==K""))))",5.954969978076406,True
178,"!(!X [](false R <>(""a2==S"" <-> <>""a2==K"")))",11.220201691030525,True
179,"!([](true U !(""a1==K"" <-> ""a1==S"")))",5.950528315035626,True
180,"!(!X !(X ""a2==S"" <-> ![]X []<>""a2==S""))",14.049376542912796,False
181,"!(!<>!<>""a2==S"" R ((""a1==K"" && ""a2==S"") || !<>!<>""a2==S""))",5.933082239935175,True
182,"!(<>""a1==K"" <-> (false R (true U ""a2==S"")))",5.952420481946319,False
183,"!(X []<>""a2==K"")",5.825500972918235,True
184,"!(!<>![]X <>(!""a1==K"" U (!""a1==K"" && ""a1==S"")))",5.975461560068652,True
185,"!(!(X X ""a1==K"" <-> []<>!(<>""a2==K"" <-> <>""a1==S"")))",38.23261654796079,False
186,"!([]X <>!([]!""a1==K"" U ((false R ![]""a2==K"") && []!""a1==K"")))",7.428995777969249,True
187,"!(<>""a2==K"" && (X ""a2==K"" || []X <>""a2==S""))",11.946342044975609,False
188,"!(X (!(!""a1==K"" <-> (""a1==K"" <-> ""a2==S"")) U []X <>""a2==S""))",5.977794438949786,True
189,"!(true U [](!""a1==K"" U (!""a1==K"" && ""a2==K"")))",9.47951573797036,True
190,"!(false R (X <>!""a2==K"" U (X <>!""a2==K"" && (true U ""a2==S""))))",6.130105499993078,True
191,"!((<>""a1==S"" U (X ""a2==K"" && <>""a1==S"")) <-> []<>(<>""a1==K"" U (""a2==S"" && <>""a1==K"")))",21.90199193393346,False
192,"!(!(""a1==S"" <-> ((""a1==S"" R (""a1==S"" || <>""a1==S"")) U ([]""a1==K"" && <>""a1==S"" && (""a1==S"" R (""a1==S"" || <>""a1==S""))))))",5.930580846965313,True
193,"!(!(X ""a1==K"" <-> []""a1==S"") -> !(true U []!""a2==K""))",11.907036057091318,False
194,"!([](true U ""a1==K""))",5.824079154059291,True
195,"!(<>""a1==K"" <-> []<>""a2==K"")",5.920447942917235,False
196,"!([]<>""a1==K"" || [](""a2==S"" <-> (""a2==S"" && X ""a2==S"")))",5.938015623018146,False
197,"!(X !((""a2==S"" R X ""a2==S"") <-> ([]""a1==S"" || <>[]""a1==K"")))",13.08788064494729,False
198,"!(X ((""a1==S"" && ""a2==S"") U [](true U ""a2==K"")))",6.022765773930587,True
199,"!([](<>(([]""a2==K"" U ""a1==S"") U ""a1==S"") <-> <>(<>""a1==K"" -> ""a1==K"")))",6.042044345987961,True
200,"!(X !""a2==S"" <-> <>([]""a1==K"" && (""a1==K"" || (!""a2==S"" R (""a2==K"" || !""a2==S"")))))",7.747277915012091,True
201,"!(X ([]""a1==S"" || [](""a1==K"" R X <>""a1==S"")))",5.975858515012078,True
202,"!(X (<>X (""a1==S"" R (X ""a1==K"" U (""a2==K"" && X ""a1==K""))) R !""a1==K""))",11.10187120991759,False
203,"!(false R (X !""a1==K"" || !([]""a1==S"" <-> <>[]X ""a2==K"")))",12.344568965025246,False
204,"!(<>""a1==K"" U (<>""a1==K"" && [](X ""a1==S"" && (""a2==S"" U (""a2==K"" && ""a2==S"")))))",7.368807655991986,True
205,"!([]([]<>""a1==K"" U (![]![](""a1==S"" -> ""a1==K"") && []<>""a1==K"")))",7.678663960075937,True
206,"!(<>(<>!""a2==S"" && [](""a1==K"" || <>""a2==S"")))",14.166047837934457,True
207,"!(X (<>[](""a1==S"" U (""a1==S"" && ""a2==S"")) R (!""a1==S"" || <>[](""a1==S"" U (""a1==S"" && ""a2==S"")))))",7.4464630980510265,False
208,"!([]!(X <>""a1==K"" <-> []([]""a1==S"" -> []!(""a1==K"" && !""a2==K""))))",8.436267514014617,False
209,"!(!(<>[]<>""a2==K"" <-> []!(!""a2==K"" <-> X ""a1==K"")))",18.56982096307911,False
210,"!((""a2==S"" R (""a2==S"" || <>""a1==S"")) R ((false R ![]([]""a2==K"" R !""a1==K"")) || (""a2==S"" R (""a2==S"" || <>""a1==S""))))",12.419168281019665,False
211,"!(<>[]""a1==S"" <-> (<>""a1==S"" -> <>""a2==K""))",7.8249129799660295,False
212,"!([]!(<>""a2==K"" <-> !(true U []""a2==S"")))",5.976692053955048,False
213,"!(!(<>""a1==K"" <-> ![](!X ""a1==K"" R (""a1==K"" U X <>""a2==K""))))",5.949022394022904,False
214,"!([](<>!<>""a2==K"" <-> !(true U (""a1==K"" R ""a2==S""))))",7.819299962022342,False
215,"!(X []X <>""a2==K"")",5.851110961055383,True
216,"!(<>[]<>X (true U ([]""a1==S"" && (""a1==K"" <-> []""a2==K""))))",9.30570277501829,True
