,formula,time,result
10,"!((""customer_6==running"" && <>""scheduler_1==started"") R (<>""customer_4==q_error"" || ((""customer_0==running"" || !""customer_2==running"") U X ""scheduler_6==to_start"") || (""customer_6==running"" && <>""scheduler_1==started"")))",1000.0,
11,"!(!((<>""customer_6==q_error"" U []""customer_10==running"") R ((<>""customer_6==q_error"" U []""customer_10==running"") || (<>(""scheduler_8==to_start"" R ""scheduler_6==wait"") U ((""scheduler_9==to_start"" U ""scheduler_2==to_start"") && <>(""scheduler_8==to_start"" R ""scheduler_6==wait""))))))",4.401489197975025,True
12,"!(!((![]""scheduler_3==started"" U (X ""customer_0==q_error"" && ![]""scheduler_3==started"")) <-> []([]""customer_10==running"" R ([]""customer_10==running"" || !(""scheduler_3==to_start"" <-> <>""scheduler_5==to_start"")))))",1000.0,
13,"!((""customer_4==q_error"" <-> ([]""scheduler_4==to_start"" R (<>""scheduler_12==to_start"" U ""scheduler_0==started""))) R (""scheduler_6==to_start"" || (""customer_4==q_error"" <-> ([]""scheduler_4==to_start"" R (<>""scheduler_12==to_start"" U ""scheduler_0==started"")))))",3.0935531719587743,True
14,"!(((""scheduler_9==started"" -> ""scheduler_9==to_start"") && <>""customer_0==q_error"") R (((""scheduler_9==started"" -> ""scheduler_9==to_start"") && <>""customer_0==q_error"") || ([]""customer_12==running"" -> ([]""customer_0==q_error"" U (!""customer_10==running"" && []""customer_0==q_error"")))))",1000.0,
15,"!(<>(X X (""scheduler_2==to_start"" U ""scheduler_12==wait"") R (<>""customer_7==q_error"" || (""scheduler_0==to_start"" <-> []!""scheduler_6==to_start""))))",9.881055249017663,False
16,"!(!((""scheduler_6==to_start"" || X (""scheduler_3==wait"" && ""scheduler_4==wait"")) <-> ((""scheduler_5==to_start"" U ""scheduler_3==to_start"") R <>(""scheduler_11==to_start"" U (""scheduler_1==to_start"" && ""scheduler_11==to_start"")))))",0.7351553499465808,True
17,"!([](<>X X ""customer_11==running"" U ((""scheduler_6==to_start"" R ""customer_1==running"") R (""scheduler_7==wait"" || (""scheduler_6==to_start"" R ""customer_1==running"")))) U (""customer_6==q_error"" && ""scheduler_11==wait"" && [](<>X X ""customer_11==running"" U ((""scheduler_6==to_start"" R ""customer_1==running"") R (""scheduler_7==wait"" || (""scheduler_6==to_start"" R ""customer_1==running""))))))",3.221731550991535,True
18,"!(""customer_8==running"" R (""customer_8==running"" || (<>X ""scheduler_7==wait"" <-> <>(<>(""scheduler_1==to_start"" && X ""scheduler_10==started"") R []""scheduler_3==to_start""))))",0.7620363159803674,True
19,"!(<>([]""customer_0==q_error"" R X (""scheduler_12==wait"" U ""scheduler_12==started"")) U ((""scheduler_0==wait"" && ""scheduler_8==started"") R <>""scheduler_1==wait""))",1000.0,
20,"!([]((<>""scheduler_1==wait"" U ((""scheduler_0==started"" <-> ""scheduler_6==started"") && <>""scheduler_1==wait"" && [](""customer_11==q_error"" U (""customer_11==q_error"" && ""scheduler_1==to_start"")))) U X ""customer_5==running""))",0.7589558069594204,True
21,"!([]((X ""customer_0==q_error"" -> ""customer_9==running"") U ((X ""customer_0==q_error"" -> ""customer_9==running"") && (<>X ""scheduler_3==started"" <-> (X ""scheduler_11==started"" R (X ""scheduler_4==started"" || X ""scheduler_11==started""))))))",1000.0,
22,"!([]<>(<>X ""customer_7==q_error"" || ([]""scheduler_8==started"" <-> (""scheduler_8==wait"" U !X ""scheduler_0==wait""))))",1.7276828829199076,False
23,"!((""scheduler_4==started"" R (""scheduler_4==started"" || <>""scheduler_4==wait"")) R ((""scheduler_11==started"" <-> (""customer_2==q_error"" R X (<>!""scheduler_3==to_start"" R (""scheduler_5==to_start"" || <>!""scheduler_3==to_start"")))) || (""scheduler_4==started"" R (""scheduler_4==started"" || <>""scheduler_4==wait""))))",2.2965088490163907,False
24,"!([]<>(""customer_3==running"" <-> (<>!<>""customer_12==q_error"" R X !(""customer_8==running"" <-> !""scheduler_11==wait""))))",8.155581323895603,False
25,"!(((""scheduler_12==to_start"" <-> X ""scheduler_5==to_start"") R (""scheduler_7==to_start"" || (""scheduler_12==to_start"" <-> X ""scheduler_5==to_start""))) R ((""customer_0==q_error"" <-> !<>(""customer_9==q_error"" && ""scheduler_2==started"")) || ((""scheduler_12==to_start"" <-> X ""scheduler_5==to_start"") R (""scheduler_7==to_start"" || (""scheduler_12==to_start"" <-> X ""scheduler_5==to_start"")))))",1000.0,
26,"!([]<>!((""customer_6==q_error"" R ""scheduler_11==to_start"") <-> (<>(""customer_0==q_error"" && ""scheduler_4==started"" && !""scheduler_10==wait"") U ""scheduler_1==started"")))",1000.0,
27,"!((""customer_12==running"" R ""customer_0==q_error"") R (<>""scheduler_5==to_start"" || (""customer_12==running"" R ""customer_0==q_error"") || ((""scheduler_7==wait"" || (""customer_8==q_error"" <-> ""scheduler_5==started"")) U ((""scheduler_7==wait"" || (""customer_8==q_error"" <-> ""scheduler_5==started"")) && []""customer_2==running""))))",1000.0,
28,"!([](X ([]!""customer_7==q_error"" U ([]""scheduler_2==to_start"" && []!""customer_7==q_error"")) -> <>(""scheduler_0==started"" && ""scheduler_5==to_start"")))",2.41117185796611,False
29,"!(!(""customer_9==q_error"" R (X <>(""scheduler_3==to_start"" && ([]""scheduler_10==to_start"" -> []""scheduler_0==wait"")) R (X ""scheduler_1==started"" || X <>(""scheduler_3==to_start"" && ([]""scheduler_10==to_start"" -> []""scheduler_0==wait""))))))",2.5811411960748956,True
30,"!(!(""customer_3==q_error"" <-> (""customer_10==q_error"" || !X ""scheduler_1==to_start"")) R (X <>((""scheduler_4==to_start"" R ""customer_5==q_error"") R (""customer_3==q_error"" || (""scheduler_4==to_start"" R ""customer_5==q_error""))) || !(""customer_3==q_error"" <-> (""customer_10==q_error"" || !X ""scheduler_1==to_start""))))",3.238682644092478,False
31,"!((X ""customer_4==q_error"" U X !""scheduler_3==to_start"") R ((X ""customer_4==q_error"" U X !""scheduler_3==to_start"") || <>(""customer_12==q_error"" U (""customer_12==q_error"" && X !(""customer_3==running"" <-> !""scheduler_4==to_start"")))))",2.9929695789469406,False
32,"!([](""customer_4==running"" U <>[](""scheduler_6==started"" <-> []X X (""customer_9==q_error"" && ""scheduler_1==to_start"" && ""scheduler_8==wait""))))",1.7867893510265276,True
33,"!([]X ![](([]""scheduler_0==started"" && (""scheduler_7==started"" U ""customer_3==q_error"")) <-> (""scheduler_3==started"" R (""scheduler_3==started"" || <>""customer_9==q_error""))))",2.773707352927886,False
34,"!([]!((""customer_9==q_error"" <-> <>(""scheduler_11==wait"" R ""scheduler_1==wait"")) <-> (""customer_7==running"" -> ([]X ""scheduler_5==wait"" U (""scheduler_0==started"" && []X ""scheduler_5==wait"")))))",0.5861830849898979,True
35,"!((X ""customer_0==running"" U X (""customer_0==running"" <-> ""customer_1==running"")) R ([]""scheduler_7==started"" || (""customer_6==running"" -> <>""customer_12==q_error"")))",1000.0,
36,"!(<>[](""customer_4==running"" <-> (X ((""customer_2==running"" && ""scheduler_6==wait"") -> ""scheduler_12==wait"") U ""scheduler_6==started"")))",2.005977043067105,True
37,"!(<>""scheduler_7==started"" R (((""scheduler_11==wait"" -> <>""customer_12==running"") U (X ""scheduler_4==started"" && (""scheduler_11==wait"" -> <>""customer_12==running""))) R (<>(""scheduler_0==to_start"" R ""scheduler_10==started"") || ((""scheduler_11==wait"" -> <>""customer_12==running"") U (X ""scheduler_4==started"" && (""scheduler_11==wait"" -> <>""customer_12==running""))))))",6.647268872940913,False
38,"!(<>!(<>(!<>""scheduler_9==to_start"" U (""customer_3==q_error"" <-> []""customer_5==q_error"")) <-> []!""customer_9==q_error""))",1.5296973480144516,True
39,"!([]X X ((<>!(""customer_11==q_error"" <-> (""scheduler_0==wait"" R ""scheduler_10==to_start"")) R ([]""customer_3==running"" || <>!(""customer_11==q_error"" <-> (""scheduler_0==wait"" R ""scheduler_10==to_start"")))) U ([]""scheduler_6==wait"" && (<>!(""customer_11==q_error"" <-> (""scheduler_0==wait"" R ""scheduler_10==to_start"")) R ([]""customer_3==running"" || <>!(""customer_11==q_error"" <-> (""scheduler_0==wait"" R ""scheduler_10==to_start"")))))))",2.5469258449738845,True
40,"!(""customer_7==running"" R (""scheduler_1==started"" || X <>""customer_4==q_error"" || (<>""scheduler_7==started"" R (""customer_6==q_error"" <-> <>""customer_0==q_error""))))",1000.0,
41,"!(<>[]!(([]""customer_3==q_error"" U ([]""customer_3==q_error"" && X !(""scheduler_8==to_start"" <-> []""customer_6==running""))) <-> (""scheduler_2==to_start"" U (""scheduler_2==to_start"" && <>""customer_5==q_error""))))",0.835074046975933,True
42,"!(X ""scheduler_0==to_start"" R <>((""customer_4==running"" U (""customer_4==running"" && []((""customer_3==running"" U (""customer_3==running"" && ""scheduler_0==wait"")) R (""scheduler_4==started"" || (""customer_3==running"" U (""customer_3==running"" && ""scheduler_0==wait"")))))) U (X ""customer_5==q_error"" && (""customer_4==running"" U (""customer_4==running"" && []((""customer_3==running"" U (""customer_3==running"" && ""scheduler_0==wait"")) R (""scheduler_4==started"" || (""customer_3==running"" U (""customer_3==running"" && ""scheduler_0==wait"")))))))))",4.708122954936698,True
43,"!((""customer_4==running"" <-> (""scheduler_9==to_start"" R (""scheduler_9==to_start"" || ""scheduler_11==wait""))) U ((""scheduler_8==to_start"" R <>((!""customer_1==q_error"" U (!""customer_1==q_error"" && ""customer_9==q_error"")) R ""scheduler_2==wait"")) && (""customer_4==running"" <-> (""scheduler_9==to_start"" R (""scheduler_9==to_start"" || ""scheduler_11==wait"")))))",3.097880710964091,True
44,"!(!((""customer_0==running"" U (""scheduler_10==started"" U ""scheduler_0==wait"")) <-> X []((""customer_11==q_error"" R (""customer_11==q_error"" || <>""scheduler_6==to_start"")) U X ""scheduler_8==to_start"")))",1000.0,
45,"!(<>(<>(""scheduler_2==wait"" R ""customer_0==q_error"") <-> ((<>""customer_12==q_error"" -> ""scheduler_8==to_start"") U (X ""scheduler_12==started"" && (<>""customer_12==q_error"" -> ""scheduler_8==to_start"")))))",1000.0,
46,"!((<>""customer_10==q_error"" && <>!""customer_6==q_error"") U !(<>""customer_6==running"" <-> <>(X ""customer_9==q_error"" R (""customer_6==q_error"" || X ""customer_9==q_error""))))",2.950425384915434,False
47,"!([]X (!(""customer_5==q_error"" && ""customer_9==q_error"") -> <>(""customer_10==running"" U X (""customer_4==q_error"" && ""customer_11==running""))))",0.7396874249679968,True
48,"!([]!([]!""customer_9==q_error"" <-> !(""customer_6==q_error"" <-> <>(<>""scheduler_9==started"" -> (X ""customer_4==q_error"" R ""scheduler_5==started"")))))",2.500931282993406,False
49,"!(<>(<>[]!""scheduler_10==to_start"" R (!""customer_4==running"" U (!""customer_4==running"" && X ""scheduler_8==wait""))))",3.2420787709997967,True
50,"!([]<>((""scheduler_11==started"" R !""scheduler_7==to_start"") R (""scheduler_12==wait"" || ((!""scheduler_5==started"" || ""scheduler_9==wait"") U ""customer_9==q_error""))))",4.947001766064204,False
51,"!((""customer_0==q_error"" U (""customer_0==q_error"" && (""customer_12==q_error"" || (""scheduler_2==started"" U (""scheduler_2==started"" && ""scheduler_12==started""))))) || (""customer_5==running"" U <>[](""scheduler_1==started"" U (""scheduler_1==started"" && ""scheduler_4==wait""))))",1000.0,
52,"!(<>([](!(""customer_8==q_error"" <-> (!""scheduler_1==started"" <-> X (""scheduler_5==wait"" U ""scheduler_6==to_start""))) R (""customer_7==q_error"" || !(""customer_8==q_error"" <-> (!""scheduler_1==started"" <-> X (""scheduler_5==wait"" U ""scheduler_6==to_start""))))) U (""scheduler_4==started"" && [](!(""customer_8==q_error"" <-> (!""scheduler_1==started"" <-> X (""scheduler_5==wait"" U ""scheduler_6==to_start""))) R (""customer_7==q_error"" || !(""customer_8==q_error"" <-> (!""scheduler_1==started"" <-> X (""scheduler_5==wait"" U ""scheduler_6==to_start""))))))))",0.803582331049256,True
53,"!(([](""scheduler_8==wait"" U ""customer_11==q_error"") U !""customer_7==q_error"") U (([]([]""scheduler_8==wait"" R ""customer_0==running"") R ""scheduler_6==wait"") && ([](""scheduler_8==wait"" U ""customer_11==q_error"") U !""customer_7==q_error"")))",1000.0,
54,"!([]((<>""scheduler_0==to_start"" && []<>""scheduler_4==started"") || ((X ""scheduler_5==to_start"" R ""customer_8==running"") R (<>""customer_9==q_error"" || (X ""scheduler_5==to_start"" R ""customer_8==running"")))))",4.588697180966847,False
55,"!(""scheduler_10==to_start"" || (<>""customer_5==q_error"" R (<>""customer_5==q_error"" || !((<>""scheduler_8==wait"" U (""scheduler_8==to_start"" && <>""scheduler_8==wait"")) <-> [](X ""scheduler_11==started"" U (""customer_9==running"" && X ""scheduler_11==started""))))))",6.003914799075574,False
56,"!([]<>([]""scheduler_6==to_start"" || X (![]""customer_9==running"" || (<>""scheduler_10==wait"" U ([]""customer_9==running"" && <>""scheduler_10==wait"")))))",1.4808476370526478,False
57,"!([](<>(<>""customer_2==running"" R ((""customer_11==running"" <-> ""scheduler_8==wait"") || <>""customer_2==running"")) U (""scheduler_7==started"" <-> !<>""customer_9==q_error"")))",7.0146463450510055,False
58,"!(<>(((""scheduler_3==started"" && ""scheduler_12==started"") R ""scheduler_0==wait"") U (!(!""customer_5==running"" U (""customer_2==running"" <-> []""scheduler_6==wait"")) && ((""scheduler_3==started"" && ""scheduler_12==started"") R ""scheduler_0==wait""))))",3.204329235944897,True
59,"!(X []((""customer_0==running"" <-> ""scheduler_10==started"") R ([]""customer_10==running"" -> (<>""customer_9==q_error"" U (""scheduler_4==to_start"" && <>""customer_9==q_error"")))))",1000.0,
60,"!(<>""customer_12==q_error"" || []((!X ""customer_9==running"" R ""customer_0==running"") || !(""customer_4==running"" R (""customer_4==running"" || []""scheduler_11==wait""))))",1000.0,
61,"!(<>(!(""customer_5==q_error"" <-> ""customer_8==q_error"") R (!(""customer_5==q_error"" <-> ""customer_8==q_error"") || (<>""customer_0==q_error"" U (!""customer_5==running"" && <>""customer_0==q_error"")))) U ((X ""scheduler_3==wait"" R ""scheduler_6==to_start"") && <>(!(""customer_5==q_error"" <-> ""customer_8==q_error"") R (!(""customer_5==q_error"" <-> ""customer_8==q_error"") || (<>""customer_0==q_error"" U (!""customer_5==running"" && <>""customer_0==q_error""))))))",1000.0,
62,"!(<>!(<>""customer_12==q_error"" <-> (""customer_9==q_error"" R ""scheduler_1==to_start"")) R (X (""scheduler_1==to_start"" || (""customer_11==q_error"" U !""customer_11==q_error"")) || <>!(<>""customer_12==q_error"" <-> (""customer_9==q_error"" R ""scheduler_1==to_start""))))",2.823611597996205,False
63,"!(<>((""scheduler_12==started"" && X ""scheduler_0==wait"") <-> <>([]""scheduler_1==wait"" U (X (""scheduler_10==wait"" R X ""customer_3==q_error"") && []""scheduler_1==wait""))))",7.24897323793266,False
64,"!(<>(""scheduler_4==started"" R ""scheduler_7==to_start"") R (<>(""scheduler_4==started"" R ""scheduler_7==to_start"") || <>X !([]!""scheduler_3==started"" <-> !(""scheduler_8==started"" <-> X ""scheduler_4==wait""))))",6.032958626048639,False
65,"!(X ((<>(""customer_10==q_error"" R (""customer_10==q_error"" || <>""scheduler_10==wait"")) U (""scheduler_5==wait"" && <>(""customer_10==q_error"" R (""customer_10==q_error"" || <>""scheduler_10==wait"")))) R ((X []""scheduler_5==started"" -> <>""customer_2==q_error"") || (<>(""customer_10==q_error"" R (""customer_10==q_error"" || <>""scheduler_10==wait"")) U (""scheduler_5==wait"" && <>(""customer_10==q_error"" R (""customer_10==q_error"" || <>""scheduler_10==wait"")))))))",5.01744265598245,False
66,"!(X !([]""scheduler_1==started"" <-> (<>""scheduler_12==to_start"" R (!(<>""customer_6==q_error"" <-> [](""customer_10==running"" U ""scheduler_2==to_start"")) || <>""scheduler_12==to_start""))))",2.3809038680046797,False
67,"!(!(""scheduler_10==wait"" <-> ((true U ""scheduler_10==started"") U ((""scheduler_11==wait"" -> ""customer_7==q_error"") && []""scheduler_10==wait"" && (true U ""scheduler_10==started"")))))",1.467683759983629,True
68,"!((!(""customer_8==running"" <-> ""scheduler_1==wait"") && (""customer_10==q_error"" R ""customer_8==q_error"")) R ([](<>""scheduler_4==started"" U ""scheduler_0==to_start"") U ""scheduler_10==started""))",0.7878823679639027,False
69,"!(<>""scheduler_8==started"" U !X !((""scheduler_5==wait"" R ""scheduler_3==to_start"") <-> []!([]""customer_3==running"" R ""scheduler_1==wait"")))",7.642182357958518,False
70,"!([]((<>""customer_4==q_error"" U (X (!<>X ""scheduler_4==wait"" R X ""scheduler_5==to_start"") && <>""customer_4==q_error"")) U !""scheduler_7==to_start""))",2.384400174021721,True
71,"!([]<>!(""customer_6==running"" U (""customer_6==running"" && X []""scheduler_7==started"")) R <>(<>""scheduler_0==to_start"" && []""scheduler_11==wait""))",3.9758164290105924,True
72,"!([](((""scheduler_0==started"" || ""scheduler_6==to_start"") -> ""customer_0==running"") || <>((""scheduler_0==wait"" <-> ![]""scheduler_10==wait"") R ""scheduler_0==to_start"")))",1000.0,
73,"!(!([]""scheduler_9==wait"" <-> X ""customer_10==q_error"") R ([]""customer_0==running"" || (<>""scheduler_8==to_start"" U ""scheduler_12==started"") || !([]""scheduler_9==wait"" <-> X ""customer_10==q_error"")))",1000.0,
74,"!(!((""customer_9==q_error"" R (""customer_9==q_error"" || X (""customer_9==running"" -> ![]""customer_11==q_error""))) -> !(<>""customer_5==q_error"" R (""scheduler_11==to_start"" || <>""customer_5==q_error""))))",0.7642691740766168,True
75,"!([]<>(<>""scheduler_2==to_start"" R (X []""customer_8==q_error"" || (<>""customer_9==q_error"" U (""customer_0==running"" <-> ""customer_2==running"")) || <>""scheduler_2==to_start"")))",1000.0,
76,"!((""scheduler_8==started"" -> ""customer_4==running"") U [](""scheduler_8==wait"" || (""scheduler_8==started"" <-> ((""customer_6==running"" && !""scheduler_8==wait"") U ""customer_9==running""))))",1.7187606979859993,True
77,"!([]<>X ""customer_11==q_error"" R ([]<>((""scheduler_8==to_start"" || X ""scheduler_5==started"") R !X ""scheduler_11==to_start"") || []<>X ""customer_11==q_error""))",1.6196896069450304,False
78,"!([]<>!([]!(""scheduler_10==to_start"" <-> ""scheduler_10==wait"") <-> (""customer_11==q_error"" && (""scheduler_2==wait"" R (""scheduler_2==wait"" || []<>""scheduler_4==started"")))))",1.735277998028323,True
79,"!(<>[]!(""scheduler_0==started"" <-> (((""scheduler_0==to_start"" <-> (""customer_9==q_error"" <-> ""scheduler_4==to_start"")) U ((""scheduler_0==to_start"" <-> (""customer_9==q_error"" <-> ""scheduler_4==to_start"")) && <>!""customer_12==q_error"")) U ""customer_0==running"")))",1000.0,
80,"!(""customer_12==q_error"" R !(<>""scheduler_8==started"" <-> (""customer_1==q_error"" R (""customer_1==q_error"" || [](""scheduler_2==wait"" && (""scheduler_2==to_start"" -> (""customer_2==running"" && ""scheduler_5==to_start"")))))))",0.7483876650221646,False
81,"!(<>((<>""customer_6==q_error"" R (<>""customer_6==q_error"" || !(""customer_12==q_error"" <-> (""customer_12==running"" U (""customer_12==running"" && X ""scheduler_8==started""))))) U (X <>""scheduler_5==started"" && (<>""customer_6==q_error"" R (<>""customer_6==q_error"" || !(""customer_12==q_error"" <-> (""customer_12==running"" U (""customer_12==running"" && X ""scheduler_8==started""))))))))",3.450631878920831,True
82,"!(!(X ""customer_4==q_error"" <-> <>X !(!""customer_3==q_error"" <-> []""scheduler_11==wait"")) U <>[]<>""scheduler_8==to_start"")",0.6724420799873769,False
83,"!(<>((!""scheduler_9==to_start"" && (X ""scheduler_1==started"" R <>""customer_12==q_error"")) <-> ((""customer_10==running"" <-> ""scheduler_11==to_start"") R (""scheduler_1==wait"" || (""customer_10==running"" <-> ""scheduler_11==to_start"")))))",6.969948134035803,False
84,"!(X ""scheduler_7==wait"" || X ""scheduler_6==started"" || <>([](""scheduler_2==to_start"" R (""customer_9==running"" || ""scheduler_2==to_start"")) R ((""customer_5==running"" U (""customer_5==running"" && ""customer_8==q_error"")) || [](""scheduler_2==to_start"" R (""customer_9==running"" || ""scheduler_2==to_start"")))))",1.5567955669248477,True
85,"!(X <>""customer_10==q_error"" <-> <>!((""customer_6==running"" R ""scheduler_8==started"") <-> (!(""customer_11==q_error"" <-> X ""customer_5==running"") R ""scheduler_4==started"")))",1.7949731380213052,False
86,"!(<>[](""scheduler_0==to_start"" -> !""scheduler_6==wait"") U [](!(""customer_8==running"" U (""customer_8==running"" && ""scheduler_11==to_start"")) U X ""customer_10==running""))",4.994792883051559,False
87,"!([]<>(X []""scheduler_4==started"" || X ([]""scheduler_12==started"" -> X (<>""customer_10==q_error"" U (""scheduler_4==wait"" && <>""customer_10==q_error"")))))",1.4408653801074252,False
88,"!([]<>((""scheduler_0==wait"" U ""customer_4==q_error"") R ((""customer_8==running"" || ""scheduler_6==wait"") U ((""customer_8==running"" || ""scheduler_6==wait"") && !(""scheduler_0==to_start"" <-> !""scheduler_12==to_start"")))))",2.7820800660410896,False
89,"!((""scheduler_4==to_start"" <-> (!X ""customer_4==q_error"" U []!""scheduler_8==to_start"")) -> [](""customer_8==q_error"" U ""scheduler_1==wait""))",1.7205625959904864,True
90,"!(<>[](X ((""scheduler_2==started"" R ([]""scheduler_6==wait"" U (""scheduler_9==to_start"" && []""scheduler_6==wait""))) R []""customer_4==running"") U (<>""customer_10==running"" && X ((""scheduler_2==started"" R ([]""scheduler_6==wait"" U (""scheduler_9==to_start"" && []""scheduler_6==wait""))) R []""customer_4==running""))))",1.4798095960868523,True
91,"!(!(X ""customer_12==q_error"" <-> (((<>""scheduler_12==started"" U (""customer_2==q_error"" && <>""scheduler_12==started"")) R (""customer_6==q_error"" || (<>""scheduler_12==started"" U (""customer_2==q_error"" && <>""scheduler_12==started"")))) R ((<>""scheduler_6==started"" <-> <>""scheduler_10==started"") || ((<>""scheduler_12==started"" U (""customer_2==q_error"" && <>""scheduler_12==started"")) R (""customer_6==q_error"" || (<>""scheduler_12==started"" U (""customer_2==q_error"" && <>""scheduler_12==started""))))))))",2.410791967995465,False
92,"!(<>[]!X !(""customer_8==q_error"" U (""customer_8==q_error"" && (""scheduler_2==to_start"" R (""customer_6==running"" || ""scheduler_2==to_start"")))))",0.7300649170065299,True
93,"!((<>""customer_4==running"" && (!""customer_3==q_error"" U (!""customer_3==q_error"" && ""scheduler_11==wait""))) R (<>(""scheduler_7==to_start"" && ([]""customer_5==running"" U (""scheduler_2==wait"" && []""customer_5==running""))) || (<>""customer_4==running"" && (!""customer_3==q_error"" U (!""customer_3==q_error"" && ""scheduler_11==wait"")))))",3.280497126048431,False
94,"!(<>(""scheduler_2==wait"" <-> []((""scheduler_3==wait"" U (<>X ""customer_2==running"" U (""customer_10==running"" && <>X ""customer_2==running""))) U ((""customer_7==q_error"" R (""customer_6==running"" || ""customer_7==q_error"")) && (""scheduler_3==wait"" U (<>X ""customer_2==running"" U (""customer_10==running"" && <>X ""customer_2==running"")))))))",6.316745194955729,False
95,"!(<>([](!""customer_0==running"" -> (<>""scheduler_1==to_start"" R ""scheduler_0==to_start"")) R (!""customer_0==running"" || [](!""customer_0==running"" -> (<>""scheduler_1==to_start"" R ""scheduler_0==to_start"")))) R !""customer_12==running"")",1000.0,
96,"!(((""scheduler_8==to_start"" R X ""scheduler_11==wait"") R <>(!""scheduler_2==started"" -> (""scheduler_4==started"" R (""customer_7==q_error"" || ""scheduler_4==started"")))) U []""customer_6==q_error"")",1.1627148080151528,True
97,"!([]((""scheduler_5==started"" R ""scheduler_9==wait"") <-> ((""scheduler_5==started"" <-> <>""customer_2==running"") R ((""customer_3==running"" <-> ""scheduler_1==wait"") U ""scheduler_6==to_start""))))",0.5830318758962676,True
98,"!([]((""customer_4==q_error"" R []((<>""scheduler_6==wait"" U ((""customer_7==q_error"" <-> ""scheduler_4==to_start"") && <>""scheduler_6==wait"")) R (""customer_9==q_error"" || (<>""scheduler_6==wait"" U ((""customer_7==q_error"" <-> ""scheduler_4==to_start"") && <>""scheduler_6==wait""))))) U ([]""scheduler_7==wait"" && (""customer_4==q_error"" R []((<>""scheduler_6==wait"" U ((""customer_7==q_error"" <-> ""scheduler_4==to_start"") && <>""scheduler_6==wait"")) R (""customer_9==q_error"" || (<>""scheduler_6==wait"" U ((""customer_7==q_error"" <-> ""scheduler_4==to_start"") && <>""scheduler_6==wait""))))))))",1.8338763790670782,True
99,"!((""scheduler_3==to_start"" && ""scheduler_7==to_start"") R (<>""scheduler_9==started"" <-> ((""customer_3==q_error"" <-> ""scheduler_3==to_start"") U (<>""scheduler_7==to_start"" U (""scheduler_7==started"" && <>""scheduler_7==to_start"")))))",0.7472347930306569,False
100,"!(((X ""customer_7==q_error"" R ""customer_5==running"") R <>X ""scheduler_7==to_start"") U []X (""scheduler_1==started"" U X ""scheduler_12==started""))",3.9263579779071733,True
101,"!(<>X (((<>X ""scheduler_2==wait"" R (""scheduler_1==to_start"" || <>X ""scheduler_2==wait"")) R ""scheduler_3==started"") U (""scheduler_3==started"" && ((<>X ""scheduler_2==wait"" R (""scheduler_1==to_start"" || <>X ""scheduler_2==wait"")) R ""scheduler_3==started""))) R <>""customer_0==q_error"")",1000.0,
